time,PLUS_DI
2023-06-28 18:00,22.6884
2023-06-28 17:00,21.2581
2023-06-28 16:00,33.8687
2023-06-28 15:00,32.9695
2023-06-28 14:00,34.8966
2023-06-28 13:00,34.4082
2023-06-28 12:00,36.2326
2023-06-28 11:00,39.7872
2023-06-28 10:00,39.9315
2023-06-28 09:00,39.3687
2023-06-28 08:00,40.0418
2023-06-28 07:00,39.5136
2023-06-28 06:00,39.5579
2023-06-28 05:00,39.8340
2023-06-28 04:00,40.3383
2023-06-27 19:00,40.0165
2023-06-27 18:00,40.2191
2023-06-27 17:00,40.6807
2023-06-27 16:00,28.0465
2023-06-27 15:00,34.9762
2023-06-27 14:00,35.2465
2023-06-27 13:00,36.1709
2023-06-27 12:00,35.5739
2023-06-27 11:00,33.7544
2023-06-27 10:00,34.6803
2023-06-27 09:00,36.0444
2023-06-27 08:00,38.5573
2023-06-27 07:00,20.3256
2023-06-27 06:00,20.9001
2023-06-27 05:00,21.1781
2023-06-27 04:00,21.5483
2023-06-26 19:00,19.2913
2023-06-26 18:00,18.7013
